priority,needs_reextract,file,issues,url,source_type
medium,False,academics/course_policy_hm409-management-skills-professional-excellence.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/HM409-Management-skills-professional-excellence.pdf,PDF
medium,False,academics/course_policy_hm412_world_literature_in_short_fiction_winter26_sg_-_satvik_gupta.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/HM412_World_Literature_In_Short_Fiction_Winter26_SG - Satvik Gupta.pdf,PDF
medium,False,academics/course_policy_hm413_knowledge_and_identity_in_three_modern_indian_novels_winter_2025_26_-_gangeya_mukherji.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/HM413_Knowledge and Identity in Three Modern Indian Novels_Winter_2025_26 - Gangeya Mukherji.pdf,PDF
medium,False,academics/course_policy_hm414_a_beginner_s_introduction_to_the_psyche_winter26_-_jenson_joseph.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/HM414_A Beginner_s Introduction to the Psyche _Winter26 - Jenson Joseph.pdf,PDF
medium,False,academics/course_policy_hm432_organisation_behaviour_autumn_2025_page_309.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_hm469_approaches_to_globalization_winter25_-_madhumita_mazumdar_-_madhumita_mazumdar.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/HM469_Approaches to Globalization_Winter25 - Madhumita Mazumdar - Madhumita Mazumdar.pdf,PDF
medium,False,academics/course_policy_hm481_reading_plato_winter_26_-_bharani_kollipara.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/HM481_Reading Plato_Winter 26 - Bharani Kollipara.pdf,PDF
medium,False,academics/course_policy_hm484_hm_484_modern_european_philosophy_from_descartes_to_nietzsche_autumn_2025_page_286.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_hm489_international_economics_winter26_-_cyril_jos_nazhicheril.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/HM489_ International Economics_Winter26 - Cyril Jos Nazhicheril.pdf,PDF
medium,False,academics/course_policy_hm494_indian_diaspora_and_transnationalism_wintersemester2026_-_ratna_bharati_bhamidipati.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/HM494_Indian Diaspora and Transnationalism_WinterSemester2026 - Ratna Bharati Bhamidipati.pdf,PDF
medium,False,academics/course_policy_hm495_-_technology_and_the_making_modern_of_india.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/HM495 - Technology and the Making Modern of India.pdf,PDF
medium,False,academics/course_policy_hmxxx_introduction_to_speculative_fiction_and_films_autumn_2025_page_301.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_ic121_digital_logic_computer_organization_winter25_-_sreeja_rajendran.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IC121_Digital Logic & Computer Organization_Winter25 - Sreeja Rajendran.pdf,PDF
medium,False,academics/course_policy_ie402_-_optimization.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IE402 - Optimization.pdf,PDF
medium,False,academics/course_policy_ie402_optimization_autumn_2025_page_212.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_ie403_human_computer_interaction_autumn_2025_page_226.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_ie406_machine_learning_autumn_2025_page_215.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_ie407_internetofthings_winter26_-_manish_chaturvedi.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IE407_InternetOfThings_Winter26 - manish chaturvedi.pdf,PDF
medium,False,academics/course_policy_ie410_introductiontorobotics_winter26_-_sujay_kadam.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IE410_IntroductionToRobotics_Winter26 - Sujay Kadam.pdf,PDF
medium,False,academics/course_policy_ie415_control_of_autonomous_systems_autumn_2025_page_218.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_ie416_robot_programming_winter26_-_tapas_kumar_maiti.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IE416_Robot_Programming_Winter26 - Tapas Kumar Maiti.pdf,PDF
medium,False,academics/course_policy_ie420_real_time_embedded_software_autumn_2025_page_253.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_ie422_soft_computing_winter26_-_pushpendra_kumar.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IE422_Soft Computing_Winter26 - Pushpendra Kumar.pdf,PDF
medium,False,academics/course_policy_ie423_ai_literacy_efficiency_and_ethics_winter26_-_sanjay_srivastava.md,CHUNK_OVERFLOW,"https://intranet.daiict.ac.in/academics/course_policies/IE423_AI Literacy, Efficiency, and Ethics_Winter26 - Sanjay Srivastava.pdf",PDF
medium,False,academics/course_policy_ie494_big_data_processing_autumn_2025_page_229.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_it101_introduction_to_ict_autumn_2025_page_7.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_it112_introduction_to_programming_programming_lab_autumn_2025_page_14.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_it205_data_structures_winter26_-_arpit_rana.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IT205_Data_Structures_Winter26 - Arpit Rana.pdf,PDF
medium,False,academics/course_policy_it206_data_structure_lab_using_oop_winter26_-_sandip_modha.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IT206_Data_Structure_Lab_using _OOP_Winter26 - Sandip Modha.pdf,PDF
medium,False,academics/course_policy_it216_title_design_and_analysis_of_algorithms_autumn_2025_page_62.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_it227_computer_systems_programming_autumn_2025_page_65.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_it305_computer_networks_autumn_2025_page_94.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_it314_software_engineering_autumn_2025_page_92.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_it401_quantum_machine_learning_ii_-_manjunath_joshi.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IT401_Quantum_Machine_Learning_II - Manjunath Joshi.pdf,PDF
medium,False,academics/course_policy_it402_applied_forecasting_methods_winter_2026_-_pritam_anand.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IT402 _Applied_Forecasting_Methods_Winter_2026 - Pritam Anand.pdf,PDF
medium,False,academics/course_policy_it414_softwareprojectmanagement.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IT414_SoftwareProjectManagement.pdf,PDF
medium,False,academics/course_policy_it443_resamplingtechniquesandbayesiancomputation_winter26_-_subhasish_basak.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IT443_ResamplingTechniquesandBayesianComputation_Winter26 - Subhasish Basak.pdf,PDF
medium,False,academics/course_policy_it449_specification_and_verification_of_systems_winter24_pdf_-_puneet_bhateja.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IT449_Specification_And_Verification_of_systems_Winter24.pdf - Puneet Bhateja.pdf,PDF
medium,False,academics/course_policy_it457_cloud_computing_autumn_2025_page_280.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_it499_biometricsecurity_winter26_-_shruti_bhilare.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IT499_BiometricSecurity_Winter26 - Shruti Bhilare.pdf,PDF
medium,False,academics/course_policy_it504_distributed_database_systems_mtech_ss_core_ii_semester_-_minal_bhise.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IT504_Distributed Database Systems_MTech SS Core II Semester - Minal Bhise.pdf,PDF
medium,False,academics/course_policy_it507_advanced_image_processing_winter26_-_srimanta_mandal.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IT507_Advanced Image Processing_Winter26 - Srimanta Mandal.pdf,PDF
medium,False,academics/course_policy_it524_computer_vision_autumn_2025_page_275.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_it531_advanced_computer_networks_autumn_2025_page_271.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_it543_advanced_logic_for_computer_science_autumn_2025_page_244.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_it549_deep_learning_winter_26_-_arpit_rana.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IT549_ Deep_Learning_Winter_26 - Arpit Rana.pdf,PDF
medium,False,academics/course_policy_it555_deep_neural_nlp_applications_autumn_2025_page_283.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_it561_ase_winter26_-_jayprakash_lalchandani.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IT561_ASE_Winter26 - JayPrakash Lalchandani.pdf,PDF
medium,False,academics/course_policy_it567_reinforcement_learning_winter_26_-_abhishek_jindal.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IT567_Reinforcement_Learning_Winter_26 - Abhishek Jindal.pdf,PDF
medium,False,academics/course_policy_it568_genai4softwareengineering_winter26_-_saurabh_tiwari.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IT568_GenAI4SoftwareEngineering_Winter26 - Saurabh Tiwari.pdf,PDF
medium,False,academics/course_policy_it584_approximation_algorithms_winter2026_-_rachit_chhaya.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IT584_Approximation Algorithms_Winter2026 - Rachit Chhaya.pdf,PDF
medium,False,academics/course_policy_it585_advanced_machine_learning_winter2026_-_rachit_chhaya.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IT585_Advanced Machine Learning_Winter2026 - Rachit Chhaya.pdf,PDF
medium,False,academics/course_policy_it590-advanced_statistical_tools_for_data_science.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IT590-Advanced Statistical Tools for Data Science.pdf,PDF
medium,False,academics/course_policy_it603_introduction_to_programming_autumn_2025_page_133.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_it615_database_management_system_dbms_3_0_2_4_autumn_2025_page_129.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_it620_objectorientedprogramming_winter25_docx_-_sourish_dasgupta.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IT620_ObjectOrientedProgramming_Winter25.docx - Sourish Dasgupta.pdf,PDF
medium,False,academics/course_policy_it623_data_structures_autumn_2025_page_126.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_it628_system_programming.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IT628_System Programming.pdf,PDF
medium,False,academics/course_policy_it632_softwareengg_winter2026_-_jayprakash_lalchandani.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IT632_SoftwareEngg_Winter2026 - JayPrakash Lalchandani.pdf,PDF
medium,False,academics/course_policy_it637_introduction_to_algorithms_winter26_-_amit_mankodi.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IT637_Introduction_to_Algorithms_Winter26 - Amit Mankodi.pdf,PDF
medium,False,academics/course_policy_it643_software_design_and_testing_autumn_2025_page_149.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_it644_web_services_service-oriented_architecture_autumn_2025_page_150.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_it645_and_code_web_and_mobile_development_it645_autumn_2025_page_153.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_it694_computernetworks_winter2026_-_kalyan_sasidhar_p_s.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/IT694_ComputerNetworks_Winter2026 - kalyan sasidhar P S.pdf,PDF
medium,False,academics/course_policy_itxxx_information_visualization_and_analysis_autumn_2025_page_277.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_ma612_fundamentals_of_analytics_statistical_methods_autumn_2025_page_158.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_ma613_eo_earth_observation_system_autumn_2025_page_160.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_ma614_ma614_preparatory_mathematics_autumn_2025_page_162.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_ma615_fundamentals_of_agricultural_science_autumn_2025_page_172.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_mc111_mathematical_algorithmic_and_computational_thinking_autumn_2025_page_19.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_mc112_computer_organization_and_programming_autumn_2025_page_34.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_mc116_digital_logic_design_autumn_2025_page_35.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_mc122_objectorientedprogramming_winter25_-_ankit_vijayvargiya.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/MC122_ObjectOrientedProgramming_Winter25 - Ankit Vijayvargiya.pdf,PDF
medium,False,academics/course_policy_mc123_discrete_mathematics_autumn_2025_page_41.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_mc124_data_structures_and_algorithms_winter_2025-26_-_maniklal_das.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/MC124 Data Structures and Algorithms_Winter 2025-26 - Maniklal Das.pdf,PDF
medium,False,academics/course_policy_mc125_functionsofsinglevariableandodes_winter25_-_madhukant_sharma.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/MC125_FunctionsOfSingleVariableAndODEs_Winter25 - MadhuKant Sharma.pdf,PDF
medium,False,academics/course_policy_mc211_functions_of_several_variables_and_pdes_autumn_2025_page_70.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_mc212_database_management_system_dbms_3_0_2_4_autumn_2025_page_72.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_mc213_title_design_and_analysis_of_algorithms_autumn_2025_page_74.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_mc214_operating_systems_autumn_2025.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_mc216_probability_and_random_processes_autumn_2024_autumn_2025_page_77.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_mc221_mathematicalstatistics_winter26_-_gopinath_panda.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/MC221_MathematicalStatistics_Winter26 - Gopinath Panda.pdf,PDF
medium,False,academics/course_policy_mc222_real_and_complex_analysis_winter26_-_sudip_bera.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/MC222_Real and Complex Analysis_Winter26 - Sudip Bera.pdf,PDF
medium,False,academics/course_policy_mc223_theory_of_computation_winter24_pdf_-_puneet_bhateja.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/MC223_Theory_of_computation_Winter24.pdf - Puneet Bhateja.pdf,PDF
medium,False,academics/course_policy_mc225_numerical_and_computational_methods_winter_2026_-_nabin_sahu.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/MC225_Numerical and Computational Methods_Winter 2026 - Nabin Sahu.pdf,PDF
medium,False,academics/course_policy_mc226_-_environmental_studies_-_nandini_banerjee.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/MC226 - Environmental Studies - Nandini Banerjee.pdf,PDF
medium,False,academics/course_policy_mc312_modelling_and_simulation_autumn_2025_page_106.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_mc313_algebraic_structures_course_content_autumn_2025_page_109.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_mi601_masters_of_design_in_intelligent_user_experience_design_mdes_iuxd_autumn_2025_page_208.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_mi611_-_design_thinking_concepts_concerns.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/MI611 - Design Thinking Concepts & concerns.pdf,PDF
medium,False,academics/course_policy_pc110_introduction_to_language_and_literature_autumn_2025_page_6.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_pc503_programming_lab_autumn_2025_page_115.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_pc512_technical_writing_and_communication_skills_autumn_2025_page_119.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_pc613_autumn_2025_autumn_2025_page_125.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_pc721_course_approaches_to_culture_and_communication_autumn_2025_page_177.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_pc722_fundamentals_of_design_-_i_drawing_observation_composition_autumn_2025_page_184.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_pc726_multimodalstorytelling_winter25_-_jenson_joseph.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/PC726_MultimodalStorytelling_Winter25 - Jenson Joseph.pdf,PDF
medium,False,academics/course_policy_pc732_fundamentals_of_design_-_ii_autumn_2025_page_192.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_pc746_-information_design.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/PC746 -Information Design.pdf,PDF
medium,False,academics/course_policy_pc748_course_autumn_2025_page_174.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_pc749_image_text_sound_autumn_2025_page_201.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_pc753_-_fundamentals_of_filmmaking.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/PC753 -  Fundamentals of Filmmaking.pdf,PDF
medium,False,academics/course_policy_pc754-_introduction_to_photography.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/PC754-  Introduction to Photography.pdf,PDF
medium,False,academics/course_policy_sc107_calculus_autumn_2025_page_17.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_sc205_discretemathematics_winter2025_26_-_aditya_tatu.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/SC205_DiscreteMathematics_Winter2025_26 - Aditya Tatu.pdf,PDF
medium,False,academics/course_policy_sc217_electromagnetictheory_winter26_-_pratim_roy.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/SC217_ElectromagneticTheory_Winter26 - Pratim Roy.pdf,PDF
medium,False,academics/course_policy_sc223_linear_algebra_autumn_2025_page_67.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_sc224_probability_and_statistics_winter_26_-_madhukant_sharma.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/SC224_Probability_and_Statistics_Winter_26 - MadhuKant Sharma.pdf,PDF
medium,False,academics/course_policy_sc301_-_numerical_linear_algebra_-_aditya_tatu.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/SC301 - Numerical_Linear_Algebra - Aditya Tatu.pdf,PDF
medium,False,academics/course_policy_sc401_introduction_to_nonlinear_dynamics_autumn_2025_page_314.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_sc402_introduction_to_cryptography_winter_2025-27_-_maniklal_das.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/SC402 Introduction to Cryptography_Winter 2025-27 - Maniklal Das.pdf,PDF
medium,False,academics/course_policy_sc404_advanced_matrix_theory_autumn_2025_page_249.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_sc407_-_environmental_science.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/SC407 - Environmental Science.pdf,PDF
medium,False,academics/course_policy_sc409_introduction_to_financial_mathematics_winter26_-_abhishek_tilva.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/SC409_Introduction_To_Financial_Mathematics_Winter26 - Abhishek Tilva.pdf,PDF
medium,False,academics/course_policy_sc421-introduction_to_modern_algebra_-_gautam_dutta.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/SC421-Introduction to Modern Algebra - Gautam Dutta.pdf,PDF
medium,False,academics/course_policy_sc435_introduction_to_complex_networks_autumn_2025_page_311.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_sc444_gametheory_winter2026_-_g_venkatesh.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/SC444_GameTheory_Winter2026 - G Venkatesh.pdf,PDF
medium,False,academics/course_policy_sc463_quantum-computation_-_gautam_dutta.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/SC463_Quantum-Computation - Gautam Dutta.pdf,PDF
medium,False,academics/course_policy_sc471_and_algorithmic_graph_theory_during_autumn_2025-26_autumn_2025_page_246.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_sc475_time_series_analysis_winter26_-_mukesh_tiwari.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/course_policies/SC475_Time_Series_Analysis_Winter26 - Mukesh Tiwari.pdf,PDF
medium,False,academics/course_policy_sc478_application_of_statistical_physics_to_complex_autumn_2025_page_316.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_sc612_title_discrete_mathematics_autumn_2025_page_131.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_sc613_mathematical_foundation_for_data_science_autumn_2025_page_134.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_unknown_debating_right_and_wrong_in_the_mahabharata_style_and_context_autumn_2025_page_304.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_unknown_ds-805_machine_learning_system_engineering_autumn_2025_page_156.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_unknown_foundations_of_machine_learning_autumn_2025.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
medium,False,academics/course_policy_unknown_management_skills_for_professional_excellence_autumn_2025_page_329.md,CHUNK_OVERFLOW,https://intranet.daiict.ac.in/academics/Course_Booklet_for_Autumn_2025-26.pdf,PDF
