Question ID,Question,Subcategory,Difficulty,Expected Source
Q0316,Compare the grading policy of Machine Learning with the grading policy of Scholarship Renewal.,Prerequisite Analysis,Easy,Student Policy Manual
Q0317,Compare the grading policy of Data Structures with the grading policy of Semester Withdrawal.,Prerequisite Analysis,Medium,Student Policy Manual
Q0318,"According to the academic handbook, can a student who completed Elective Selection but not Machine Learning enroll in Semester Withdrawal?",Cross-Document Reasoning,Easy,Student Policy Manual
Q0321,What is the difference between the attendance requirement stated in Hostel Allocation and the rule mentioned in Course Registration?,Exam Regulations,Medium,Multiple Documents
Q0322,"Using information from multiple PDFs, determine whether exceptions to Internship Registration contradict the policy for Major Degree.",Temporal Reasoning,Medium,Program Regulations
Q0323,"According to the academic handbook, can a student who completed Minor Degree but not Capstone Project enroll in Hostel Allocation?",Cross-Document Reasoning,Medium,Academic Handbook
Q0324,A student satisfies all conditions except Academic Probation. Can they still apply for Course Registration?,Multi-Hop Retrieval,Easy,Program Regulations
Q0326,"According to the academic handbook, can a student who completed Internship Registration but not Academic Probation enroll in Hostel Allocation?",Cross-Document Reasoning,Medium,Student Policy Manual
Q0329,"Using information from multiple PDFs, determine whether exceptions to Internship Registration contradict the policy for Semester Withdrawal.",Multi-Hop Retrieval,Easy,Academic Handbook
Q0332,"According to the academic handbook, can a student who completed Academic Probation but not Research Project enroll in Data Structures?",Curriculum Rules,Medium,Student Policy Manual
Q0333,Does the latest version of Research Project override the requirements listed in Semester Withdrawal?,Cross-Document Reasoning,Hard,Curriculum Guide
Q0334,Summarize all eligibility conditions for Research Project using information from multiple academic documents.,Multi-Hop Retrieval,Easy,Student Policy Manual
Q0336,"Using information from multiple PDFs, determine whether exceptions to Course Registration contradict the policy for Major Degree.",Cross-Document Reasoning,Medium,Academic Handbook
Q0338,"According to the academic handbook, can a student who completed Scholarship Renewal but not Summer Term enroll in Major Degree?",Curriculum Rules,Hard,Program Regulations
Q0342,Identify every document that mentions Internship Registration and explain the differences.,Cross-Document Reasoning,Easy,Program Regulations
Q0343,"Using information from multiple PDFs, determine whether exceptions to Hostel Allocation contradict the policy for Course Registration.",Cross-Document Reasoning,Easy,Course Catalog
Q0344,"According to the academic handbook, can a student who completed Elective Selection but not Course Registration enroll in Research Project?",Citation Verification,Medium,Program Regulations
Q0346,What is the difference between the attendance requirement stated in Research Project and the rule mentioned in Summer Term?,Exam Regulations,Hard,Course Catalog
Q0347,"If a student failed Summer Term in 2024 but passed the supplementary exam in 2025, what policy applies?",Temporal Reasoning,Medium,Academic Handbook
Q0349,"According to the academic handbook, can a student who completed Semester Withdrawal but not Scholarship Renewal enroll in Elective Selection?",Cross-Document Reasoning,Easy,Student Policy Manual
Q0351,Does the latest version of Minor Degree override the requirements listed in Hostel Allocation?,Exam Regulations,Medium,Course Catalog
Q0353,Does the latest version of Summer Term override the requirements listed in Hostel Allocation?,Exam Regulations,Hard,Curriculum Guide
Q0357,"Using information from multiple PDFs, determine whether exceptions to Capstone Project contradict the policy for Major Degree.",Multi-Hop Retrieval,Easy,Program Regulations
Q0359,Find the minimum CGPA required for Course Registration and explain any exceptions.,Exam Regulations,Medium,Course Catalog
Q0361,Summarize all eligibility conditions for Elective Selection using information from multiple academic documents.,Table Lookup,Easy,Program Regulations
Q0362,Compare the grading policy of Elective Selection with the grading policy of Data Structures.,Policy Ambiguity,Medium,Program Regulations
Q0363,"List every prerequisite chain leading to Thesis Submission, including indirect prerequisites and waived conditions.",Cross-Document Reasoning,Hard,Multiple Documents
Q0366,"If a student failed Course Registration in 2024 but passed the supplementary exam in 2025, what policy applies?",Exam Regulations,Medium,Program Regulations
Q0367,Compare the grading policy of Minor Degree with the grading policy of Thesis Submission.,Acronym Disambiguation,Hard,Curriculum Guide
Q0368,Which document has precedence when Capstone Project conflicts with Summer Term?,Acronym Disambiguation,Hard,Multiple Documents
Q0369,Compare the grading policy of Elective Selection with the grading policy of Major Degree.,Policy Ambiguity,Hard,Academic Handbook
Q0371,"Using information from multiple PDFs, determine whether exceptions to Hostel Allocation contradict the policy for Minor Degree.",Table Lookup,Medium,Academic Handbook
Q0372,Compare the grading policy of Data Structures with the grading policy of Academic Probation.,Policy Ambiguity,Hard,Curriculum Guide
Q0373,Compare the grading policy of Semester Withdrawal with the grading policy of Data Structures.,Table Lookup,Easy,Curriculum Guide
Q0376,What is the difference between the attendance requirement stated in Internship Registration and the rule mentioned in Hostel Allocation?,Prerequisite Analysis,Hard,Academic Handbook
Q0377,What is the difference between the attendance requirement stated in Major Degree and the rule mentioned in Minor Degree?,Citation Verification,Medium,Student Policy Manual
Q0378,"Using information from multiple PDFs, determine whether exceptions to Semester Withdrawal contradict the policy for Hostel Allocation.",Cross-Document Reasoning,Hard,Academic Handbook
Q0379,Compare the grading policy of Academic Probation with the grading policy of Machine Learning.,Exam Regulations,Medium,Academic Handbook
Q0381,Does the latest version of Academic Probation override the requirements listed in Machine Learning?,Citation Verification,Hard,Student Policy Manual
Q0382,Summarize all eligibility conditions for Summer Term using information from multiple academic documents.,Temporal Reasoning,Easy,Student Policy Manual
Q0386,Does the latest version of Research Project override the requirements listed in Academic Probation?,Acronym Disambiguation,Easy,Course Catalog
Q0389,Which document has precedence when Elective Selection conflicts with Semester Withdrawal?,Curriculum Rules,Medium,Academic Handbook
Q0391,Compare the grading policy of Capstone Project with the grading policy of Course Registration.,Table Lookup,Hard,Course Catalog
Q0392,"Using information from multiple PDFs, determine whether exceptions to Scholarship Renewal contradict the policy for Data Structures.",Policy Ambiguity,Hard,Student Policy Manual
Q0393,What is the difference between the attendance requirement stated in Semester Withdrawal and the rule mentioned in Major Degree?,Citation Verification,Hard,Course Catalog
Q0396,"List every prerequisite chain leading to Scholarship Renewal, including indirect prerequisites and waived conditions.",Citation Verification,Hard,Course Catalog
Q0397,What is the difference between the attendance requirement stated in Major Degree and the rule mentioned in Thesis Submission?,Curriculum Rules,Medium,Program Regulations
Q0399,"Using information from multiple PDFs, determine whether exceptions to Semester Withdrawal contradict the policy for Internship Registration.",Curriculum Rules,Medium,Program Regulations
Q0401,Find the minimum CGPA required for Summer Term and explain any exceptions.,Acronym Disambiguation,Hard,Student Policy Manual
Q0403,Does the latest version of Minor Degree override the requirements listed in Data Structures?,Policy Ambiguity,Medium,Student Policy Manual
Q0404,What is the difference between the attendance requirement stated in Capstone Project and the rule mentioned in Semester Withdrawal?,Cross-Document Reasoning,Medium,Academic Handbook
Q0406,"Using information from multiple PDFs, determine whether exceptions to Data Structures contradict the policy for Scholarship Renewal.",Prerequisite Analysis,Easy,Program Regulations
Q0408,"If a student failed Hostel Allocation in 2024 but passed the supplementary exam in 2025, what policy applies?",Citation Verification,Easy,Multiple Documents
Q0409,Does the latest version of Hostel Allocation override the requirements listed in Elective Selection?,Acronym Disambiguation,Medium,Course Catalog
Q0411,"According to the academic handbook, can a student who completed Semester Withdrawal but not Scholarship Renewal enroll in Data Structures?",Policy Ambiguity,Hard,Course Catalog
Q0412,Does the latest version of Scholarship Renewal override the requirements listed in Semester Withdrawal?,Acronym Disambiguation,Easy,Program Regulations
Q0413,"Using information from multiple PDFs, determine whether exceptions to Scholarship Renewal contradict the policy for Research Project.",Exam Regulations,Easy,Multiple Documents
Q0416,Does the latest version of Summer Term override the requirements listed in Course Registration?,Citation Verification,Easy,Multiple Documents
Q0417,A student satisfies all conditions except Hostel Allocation. Can they still apply for Semester Withdrawal?,Citation Verification,Medium,Student Policy Manual
Q0418,"List every prerequisite chain leading to Academic Probation, including indirect prerequisites and waived conditions.",Temporal Reasoning,Easy,Multiple Documents
Q0419,What is the difference between the attendance requirement stated in Summer Term and the rule mentioned in Internship Registration?,Exam Regulations,Medium,Program Regulations
Q0421,Summarize all eligibility conditions for Thesis Submission using information from multiple academic documents.,Exam Regulations,Hard,Multiple Documents
Q0423,What is the difference between the attendance requirement stated in Thesis Submission and the rule mentioned in Data Structures?,Multi-Hop Retrieval,Easy,Student Policy Manual
Q0424,What is the difference between the attendance requirement stated in Semester Withdrawal and the rule mentioned in Hostel Allocation?,Table Lookup,Hard,Student Policy Manual
Q0427,"Using information from multiple PDFs, determine whether exceptions to Summer Term contradict the policy for Data Structures.",Prerequisite Analysis,Hard,Curriculum Guide
Q0428,Which document has precedence when Data Structures conflicts with Internship Registration?,Cross-Document Reasoning,Easy,Program Regulations
Q0432,Which document has precedence when Elective Selection conflicts with Minor Degree?,Prerequisite Analysis,Easy,Course Catalog
Q0433,Compare the grading policy of Machine Learning with the grading policy of Hostel Allocation.,Temporal Reasoning,Easy,Course Catalog
Q0434,"Using information from multiple PDFs, determine whether exceptions to Hostel Allocation contradict the policy for Scholarship Renewal.",Table Lookup,Hard,Multiple Documents
Q0438,"According to the academic handbook, can a student who completed Minor Degree but not Semester Withdrawal enroll in Scholarship Renewal?",Multi-Hop Retrieval,Hard,Multiple Documents
Q0439,Which document has precedence when Internship Registration conflicts with Research Project?,Exam Regulations,Easy,Multiple Documents
Q0441,"Using information from multiple PDFs, determine whether exceptions to Research Project contradict the policy for Semester Withdrawal.",Acronym Disambiguation,Easy,Academic Handbook
Q0443,A student satisfies all conditions except Elective Selection. Can they still apply for Hostel Allocation?,Policy Ambiguity,Medium,Course Catalog
Q0444,Which document has precedence when Data Structures conflicts with Major Degree?,Table Lookup,Easy,Academic Handbook
Q0447,Which document has precedence when Internship Registration conflicts with Capstone Project?,Table Lookup,Hard,Program Regulations
Q0448,"Using information from multiple PDFs, determine whether exceptions to Summer Term contradict the policy for Machine Learning.",Prerequisite Analysis,Easy,Curriculum Guide
Q0454,"If a student failed Internship Registration in 2024 but passed the supplementary exam in 2025, what policy applies?",Curriculum Rules,Medium,Curriculum Guide
Q0457,Which document has precedence when Minor Degree conflicts with Elective Selection?,Cross-Document Reasoning,Hard,Curriculum Guide
Q0462,"Using information from multiple PDFs, determine whether exceptions to Course Registration contradict the policy for Semester Withdrawal.",Cross-Document Reasoning,Medium,Multiple Documents
Q0463,A student satisfies all conditions except Scholarship Renewal. Can they still apply for Elective Selection?,Exam Regulations,Medium,Course Catalog
Q0464,Does the latest version of Semester Withdrawal override the requirements listed in Internship Registration?,Acronym Disambiguation,Medium,Course Catalog
Q0466,What is the difference between the attendance requirement stated in Academic Probation and the rule mentioned in Minor Degree?,Acronym Disambiguation,Hard,Course Catalog
Q0469,"Using information from multiple PDFs, determine whether exceptions to Minor Degree contradict the policy for Internship Registration.",Exam Regulations,Medium,Student Policy Manual
Q0471,Which document has precedence when Course Registration conflicts with Hostel Allocation?,Acronym Disambiguation,Easy,Multiple Documents
Q0474,Which document has precedence when Elective Selection conflicts with Summer Term?,Cross-Document Reasoning,Hard,Curriculum Guide
Q0476,"Using information from multiple PDFs, determine whether exceptions to Research Project contradict the policy for Capstone Project.",Acronym Disambiguation,Easy,Course Catalog
Q0477,Compare the grading policy of Major Degree with the grading policy of Capstone Project.,Citation Verification,Hard,Student Policy Manual
Q0478,"If a student failed Data Structures in 2024 but passed the supplementary exam in 2025, what policy applies?",Citation Verification,Hard,Curriculum Guide
Q0479,"According to the academic handbook, can a student who completed Thesis Submission but not Hostel Allocation enroll in Elective Selection?",Exam Regulations,Hard,Student Policy Manual
Q0482,Does the latest version of Machine Learning override the requirements listed in Scholarship Renewal?,Temporal Reasoning,Easy,Course Catalog
Q0483,"Using information from multiple PDFs, determine whether exceptions to Internship Registration contradict the policy for Research Project.",Cross-Document Reasoning,Hard,Program Regulations
Q0486,"According to the academic handbook, can a student who completed Hostel Allocation but not Machine Learning enroll in Summer Term?",Multi-Hop Retrieval,Medium,Student Policy Manual
Q0487,Compare the grading policy of Semester Withdrawal with the grading policy of Internship Registration.,Acronym Disambiguation,Hard,Curriculum Guide
Q0489,A student satisfies all conditions except Summer Term. Can they still apply for Minor Degree?,Table Lookup,Easy,Student Policy Manual
Q0491,Does the latest version of Course Registration override the requirements listed in Summer Term?,Table Lookup,Easy,Course Catalog
Q0493,Compare the grading policy of Machine Learning with the grading policy of Research Project.,Multi-Hop Retrieval,Hard,Program Regulations
Q0496,Compare the grading policy of Thesis Submission with the grading policy of Semester Withdrawal.,Policy Ambiguity,Easy,Program Regulations
Q0497,"Using information from multiple PDFs, determine whether exceptions to Academic Probation contradict the policy for Course Registration.",Prerequisite Analysis,Medium,Multiple Documents
Q0498,"According to the academic handbook, can a student who completed Hostel Allocation but not Data Structures enroll in Semester Withdrawal?",Multi-Hop Retrieval,Hard,Course Catalog
